company_id,year_month,caja_ingresos,caja_gastos,flujo_neto,volumen_ventas,volumen_vencido_ventas,atrapado_ventas,volumen_compras,volumen_vencido_compras,atrapado_compras,stock_overdue_clientes,stock_overdue_prov,observado,refund_rate,refund_rate_3m,debt_service,debt_service_3m,mes_sin_ingresos,burn_rate,pct_clientes_morosos,pct_impagos_prov,pct_clientes_morosos_3m,pct_impagos_prov_3m,share_stock_clientes_antiguo,edad_media_stock_prov_dias,share_stock_prov_antiguo,flujo_neto_3m_avg,flujo_neto_6m_avg,burn_rate_3m_avg,ingresos_momentum_3m,colchon_flujo_meses,recuperacion_prov,persistente_flag_flujo_negativo,persistente_flag_estres_prov,persistente_flag_estres_clientes,persistente_flag_stock_prov_antiguo,persistente_flag_tijera,caja_real,caja_negativa_flag,caja_reportada,deuda_viva,flujo_relativo,flujo_relativo_3m,runway_meses,deuda_sobre_ingresos,stock_prov_sobre_ingresos,stock_clientes_sobre_ingresos,flujo_pendiente_robusta_6m,flujo_volatilidad_6m,recuperacion_stock_prov,ventas_acum,compras_acum,top1_clientes_share_3m,top1_prov_share_3m,pctl_flujo_relativo_3m,pctl_burn_rate_3m,pctl_clientes_morosos_3m,pctl_stock_prov_sobre_ingresos,pctl_colchon_flujo_meses,pctl_runway_meses,pctl_flujo_volatilidad_6m,pctl_stock_clientes_sobre_ingresos,pctl_recuperacion_stock_prov,pctl_flujo_pendiente_robusta_6m,meses_activos_acum,mes_parcial,confianza,group_id,score_mensual,score_trayectoria,peso_cubierto,n_componentes_validos,aporte_liquidez,aporte_colchon,aporte_deuda_comercial,aporte_eficiencia,aporte_cobro_clientes,aporte_trayectoria,cambio_real,cambio_cobertura,delta_score,motivo_cambio,score_suavizado,score_volatilidad,caida_score_3m,giro_sigmas,senal_giro,criterios_estructurales,naturaleza_caida,motivo_naturaleza,riesgo_impago_comercial,riesgo_asfixia_caja,senal_nivel,senal_anticipacion,alerta_temprana,alerta_tipo,alerta_canal,alerta_severidad,motivo_alerta
COMP_0001,2026-05,126728.32,88019.65,38708.67,85021.07,85021.07,85021.07,74709.41760000002,63097.03760000002,30343.847600000016,155345.13,85449.94520000003,True,0.0,0.0,0.0,0.0001303802893164,0,0.694553908708014,100.0,48.09076424849462,100.0,42.514248010421575,0.0,52.82530985169081,0.0437889104696581,-2444.2966666666666,1943.528333333333,1.16691893954184,1.0848089350560677,0.1473430248753922,4.766333685124891,0,1,1,0,0,,,0,,1.3643260478858124,-0.4147421828480214,,,3.0117693536557906,5.475295515738664,-1.4596066160939305,2.319096557482366,,1162871.48,612987.4404000001,0.995590302787468,0.4087461235742166,0.22,0.42,0.0749999999999999,0.12,0.58,,0.16,0.0899999999999999,,0.03,19,0,alta,GROUP_0147,34.6,47.857475026384364,1.0,6,0.0,3.294,0.78,0.0,0.204,0.162,4.44,0.0,4.45,colchon +3.3; deuda_comercial +0.8,34.6,13.68,23.33,1.7,0,1,,,0.812,0.409,1,0,1,nivel,impago_comercial,critica,deuda vencida con proveedores en el quintil adverso; impago de sus clientes en el quintil adverso (contagio); morosidad de clientes en el quintil adverso
COMP_0001,2026-06,925.95,48858.26,-47932.31,75925.68,72263.01000000001,72263.01000000001,61409.92,71776.39,28150.67,73383.47,108001.56520000004,True,0.0,0.0,0.0323991576219018,0.0001620566063726,0,8.0,100.0,39.21995798339816,100.0,44.86038173790116,0.0,66.6451218986593,0.2425334295062604,-18040.853333333333,-6045.19,3.49195451929022,0.1846229799727459,-0.4548237261302376,-1.476467707223705,0,1,1,0,0,,,0,,-1.6848403168164976,-0.9471076972871676,,,3.796299225475377,2.5794590088375453,-1.1082133774724652,2.296951495331326,2.7040716948293197,1238797.16,674397.3604000001,0.8520339655331503,0.407914569683617,0.14,0.13,0.14,0.0999999999999999,0.4,,0.15,0.16,0.98,0.03,20,0,alta,GROUP_0147,24.85,52.59631208276554,1.0,6,0.0,-3.294,-0.58,-7.0,0.288,0.846,-9.74,0.0,-9.75,eficiencia -7.0; colchon -3.3,30.15,13.59,23.31,1.72,0,2,,,0.65,0.636,1,0,1,nivel,impago+asfixia,critica,deuda vencida con proveedores en el quintil adverso; impago de sus clientes en el quintil adverso (contagio); morosidad de clientes en el quintil adverso|flujo de caja errático frente a su cohorte; gasta por encima de sus ingresos de forma persistente; pendiente del flujo en el decil adverso
COMP_0001,2026-07,104172.7,113561.89,-9389.190000000002,84156.47,87819.14,87819.14,63641.560000000005,65964.20999999999,29821.54,117979.6,136697.42520000003,True,0.0,0.0,0.0,0.0001294068589172,0,1.0901310036122709,100.0,45.20866694227067,100.0,43.9738580155456,0.0,81.59295504565218,0.3863833391354909,-6204.276666666668,-9170.22,3.2615616374400944,0.2557947535553868,-0.659096357687556,-1.8723625308923677,0,1,1,0,0,,,0,,-0.2528718569943292,-0.1911287086416714,,,3.6815669676156735,3.177454129637184,-0.2600497110286515,1.5141861290927967,1.0187666267625484,1322953.63,738038.9204000001,0.7197306896630161,0.3963779172265193,0.31,0.13,0.0749999999999999,0.12,0.33,,0.1899999999999999,0.14,0.97,0.12,21,0,alta,GROUP_0147,25.15,54.07905736573723,1.0,6,0.0,0.198,-0.44,0.0,0.264,0.27,0.29,0.0,0.3,,25.15,15.02,26.65,1.77,0,1,,,0.65,0.5,1,0,1,nivel,impago_comercial,critica,deuda vencida con proveedores en el quintil adverso; impago de sus clientes en el quintil adverso (contagio); morosidad de clientes en el quintil adverso
COMP_0001,2026-08,102924.99,74830.86,28094.130000000005,76328.11,76328.11,76328.11,65331.87,56903.45,23527.86,190645.04,144098.19520000005,True,0.0,0.0,0.0,0.0001442143787119,0,0.7270426744758488,100.0,41.34698335513928,100.0,41.87133899032619,0.0058772050927734,100.70676527390675,0.5074588553903,-9742.456666666663,-6093.376666666666,3.2723912260293737,-0.0959272544044961,-0.4622984745143971,-4.69256977588519,0,1,1,0,0,32477.26,0.0,1,,0.6146528635261748,-0.4410197700948839,0.4106696110587685,,3.1526289765382915,4.17099656593965,0.4179842530571597,1.442601683640182,0.5214174986253854,1399281.74,803370.7904,0.5782510033529338,0.3592062059608704,0.21,0.13,0.0799999999999999,0.13,0.38,0.47,0.1999999999999999,0.12,0.95,0.96,22,0,media,GROUP_0147,26.86,64.52950524612932,1.0,6,0.0,-0.072,-0.36,0.0,0.276,1.872,1.72,0.0,1.71,trayectoria +1.9,25.15,15.26,9.45,0.62,0,1,,,0.65,0.5,1,0,1,nivel,impago_comercial,critica,deuda vencida con proveedores en el quintil adverso; impago de sus clientes en el quintil adverso (contagio); morosidad de clientes en el quintil adverso
COMP_0002,2024-09,225888.6,111296.87,114591.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0,0.4927068918041902,,,,,,,,,,,,,,0,0,0,0,0,,,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,1,0,baja,GROUP_0125,,,0.14,1,,,,,,,,,,,,,,,0,0,,,0.0,,0,0,0,,,,
COMP_0002,2024-10,1204870.91,629894.9,574976.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0,0.522790362662171,,,,,,,,,,,,,,0,0,0,0,0,,,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,2,0,baja,GROUP_0125,,,0.14,1,,,,,,,,,,,,,,,0,0,,,0.0,,0,0,0,,,,
COMP_0002,2024-11,271957.12,638387.52,-366430.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0,2.3473829992022277,,,,,,,,107712.44666666666,,1.1209600845561962,,,,0,0,0,0,0,,,0,,-0.6456101858827796,,,,0.0,0.0,,,,0.0,0.0,,,,0.36,,0.77,,,,0.7,,,3,0,baja,GROUP_0125,65.37,,0.64,4,,,,,,,,,,,,,,,0,0,,,0.0,0.0,0,0,0,,,,
COMP_0002,2024-12,809725.53,1067648.0,-257922.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0,1.3185307371993076,,,,,,,,-16458.95333333334,,1.396234699687902,2.374161068774608,,,0,0,0,0,0,,,0,,-0.410632290934013,,,,0.0,0.0,,,,0.0,0.0,,,,0.25,,0.78,,,,0.725,,,4,0,baja,GROUP_0125,64.58,80.35714285714286,0.82,5,-0.308,0.0,-6.586,-7.591,-3.955,17.648,-5.91,5.12,-0.79,trayectoria +17.6; eficiencia -7.6,64.97,,,,0,1,,,0.0,0.0,0,0,0,,,,
COMP_0002,2025-01,1112994.55,938460.0,174534.55000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,3.349522241595882e-05,1.6986552737687346e-05,0,0.8431847217940105,,,,,,,,-149939.43999999997,,1.5030328193985152,0.0226163957724339,,,0,0,0,0,0,,,0,,0.2407083117994908,-0.2718447216724339,,,0.0,0.0,0.4431592488411352,0.4591694805511277,,0.0,0.0,,,0.18,0.26,,0.785,,,0.43,0.73,,0.91,5,0,baja,GROUP_0125,61.54,70.17146624803135,0.82,5,0.0,0.0,0.0,0.0,0.0,-2.239,-2.24,0.0,-3.04,trayectoria -2.2,64.58,,,,0,0,,,0.0,0.0,0,0,0,,,,
COMP_0002,2025-02,446969.28,564852.05,-117882.77000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1.5732019828961885e-05,0,1.2637379687480983,,,,,,,,-67090.23,20311.108333333326,1.141817809247139,0.3917109390069209,0.1422036682366962,,0,0,0,0,0,,,0,,-0.1736802818129633,-0.1145347536491618,,,0.0,0.0,0.1961439314860193,0.3781095152989751,,0.0,0.0,,,0.32,0.38,,0.795,0.55,,0.5800000000000001,0.74,,0.85,6,0,media,GROUP_0125,70.56,84.22894871787106,1.0,6,2.862,10.44,-4.214,2.706,-2.525,-0.253,11.41,-2.4,9.02,colchon +10.4; deuda_comercial -4.2,64.58,,,,0,0,,,0.0,0.0,0,0,0,,,,
COMP_0002,2025-03,644849.86,432347.88,212501.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,1.6908458147318563e-05,0,0.670462857819338,,,,,,,,89717.92,36629.48333333333,0.9257951827871488,-0.0357480670603667,0.3406232106070408,,0,0,0,0,0,,,0,,0.3153345731713916,0.1274542010526397,,,0.0,0.0,0.2376070423561547,0.4129618016069974,,0.0,0.0,,,0.76,0.74,,0.77,0.63,,0.5800000000000001,0.72,,0.87,7,0,media,GROUP_0125,82.33,67.93460186678097,1.0,6,11.34,0.0,0.0,3.36,0.0,-2.934,11.77,0.0,11.77,liquidez +11.3; eficiencia +3.4,70.56,3.75,-5.59,-1.49,0,1,,,0.0,0.0,0,0,0,,,,
COMP_0002,2025-04,1259963.69,1065932.21,194031.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.0,0.0,0.0,0.0,0,0.8460023240828471,,,,,,,,96216.89666666668,-26861.27166666667,0.9267343835500944,0.0715848462817216,-0.2343538160381719,,0,0,0,0,0,,,0,,0.2596946338698477,0.133782975076092,,,0.0,0.0,0.1810609639505254,0.4029447478802605,-0.0,0.0,0.0,,,0.75,0.71,,0.765,0.38,,0.61,0.7150000000000001,0.67,0.88,8,0,media,GROUP_0125,79.57,66.14553072380684,1.0,6,0.0,-3.24,0.0,0.0,0.0,-0.324,-3.56,0.0,-2.76,colchon -3.2,79.57,8.19,-14.99,-1.83,0,1,,,0.0,0.0,0,0,0,,,,
COMP_0002,2025-05,,,,,,,,,,,,False,,0.0,,0.0,0,,,,,,,,,,,,0.2057362341366126,,,0,0,0,0,0,,,0,,,,,,,,0.143028867880745,0.3212825488494457,,,,,,,,,,,,0.69,,,0.81,8,0,media,GROUP_0125,,80.67580406710347,0.18,1,,,,,,,,,,,80.95,8.53,-16.37,-1.92,0,1,,,0.0,0.0,0,0,0,,,,
COMP_0002,2025-06,,,,,,,,,,,,False,,0.0,,0.0,0,,,,,,,,,,,,0.7143811684151871,,,0,0,0,0,0,,,0,,,,,,,,0.0218209523547013,0.2250356665457256,,,,,,,,,,,,0.79,,,0.54,8,0,media,GROUP_0125,,70.2712164721496,0.18,1,,,,,,,,,,,,8.53,,,0,1,,,0.0,0.0,0,0,0,,,,
COMP_0002,2025-07,,,,,,,,,,,,False,,,,,0,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,,,,,,,0.2166874578414055,0.267720360570482,,,,,,,,,,,,0.74,,,0.88,8,0,media,GROUP_0125,,82.99918620301906,0.18,1,,,,,,,,,,,,8.53,,,0,1,,,0.0,0.0,0,0,0,,,,
COMP_0002,2025-08,,,,,,,,,,,,False,,,,,0,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,media,GROUP_0125,,,0.0,0,,,,,,,,,,,,8.53,,,0,1,,,0.0,,0,0,0,,,,
COMP_0002,2025-09,,,,,,,,,,,,False,,,,,0,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,media,GROUP_0125,,,0.0,0,,,,,,,,,,,,8.53,,,0,1,,,0.0,,0,0,0,,,,
COMP_0002,2025-10,,,,,,,,,,,,False,,,,,0,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,media,GROUP_0125,,,0.0,0,,,,,,,,,,,,8.53,,,0,1,,,0.0,,0,0,0,,,,
COMP_0002,2025-11,,,,,,,,,,,,False,,,,,0,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,media,GROUP_0125,,,0.0,0,,,,,,,,,,,,8.53,,,0,1,,,0.0,,0,0,0,,,,
COMP_0002,2025-12,,,,,,,,,,,,False,,,,,0,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,media,GROUP_0125,,,0.0,0,,,,,,,,,,,,9.09,,,0,1,,,0.0,,0,0,0,,,,
COMP_0002,2026-01,,,,,,,,,,,,False,,,,,0,,,,,,,,,,,,,,,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,8,0,media,GROUP_0125,,,0.0,0,,,,,,,,,,,,9.43,,,0,1,,,0.0,,0,0,0,,,,
